TransactionID,OrderID,TransactionDate,Amount,PaymentMethod,TransactionType,SubscriptionRenewal
d255bbd9-dd04-401d-95c4-911a75fa2d9d,35e4cda5-d6e6-4320-ab3b-ed8e7f19f1b6,2024-04-02,827.74,Gift Card,Order Payment,0
53ee5cd1-16c9-4e5b-9daf-f58ae7b11c02,09439d82-731c-48a8-a6ef-98a78d44e363,2024-12-16,3367.8,Amazon Pay,Order Payment,0
2a4d7712-a44f-48eb-b712-95976cd0c56d,f8a69c92-d693-4656-af99-63781ac47e19,2025-03-23,1647.03,Gift Card,Order Payment,0
231857d8-7afe-46fa-b0b3-cdd80b97bfa1,9940a2cd-6fb7-4616-8668-0531440ed1c9,2024-01-28,2974.46,PayPal,Order Payment,0
7e8b72da-b6bc-4f9e-adcf-01f91305b5f5,8c4b3a82-8805-4c45-8b0d-8e34660751f4,2024-03-07,3658.0,Amazon Pay,Order Payment,0
c0a372e2-577c-4b3b-a3a1-af94b009f780,32829582-59d4-4966-acd7-51d245c4b238,2024-10-07,951.81,PayPal,Order Payment,0
cf32dcf3-7650-4147-9f16-58e0b5e035d0,bbf47e26-a67e-46a1-b65d-a9af7ecadf23,2024-07-15,5127.6,Gift Card,Order Payment,0
daec419a-bc39-4d0e-9b28-1f2453809493,670fbeee-8212-4a66-ba93-9304a1003c7b,2024-05-14,4099.53,Credit Card,Subscription Payment,0
5c24440e-0d5f-4630-9eff-08761271af80,cd646b15-c938-4308-9270-b59321a19f54,2025-01-15,3724.74,PayPal,Order Payment,0
d017af41-8d76-4906-aa28-4112d7430777,79374ed3-c869-4b84-b592-9808885410e2,2024-03-26,4290.36,Amazon Pay,Order Payment,0
5b23870c-0322-42f6-ad9c-932823cec1b0,8d0f9b3a-588a-4a52-82a0-122bf4bacba0,2024-04-16,2488.35,Credit Card,Order Payment,0
69bb6dfe-fef0-4ce5-b4bd-7de9cf00b2dd,13ee5c5e-fcba-4982-acd6-53c8af113359,2024-08-19,1934.35,PayPal,Order Payment,0
6c119aed-c850-41f2-bf3d-3bcfbf179257,9c8ed1d5-460f-407f-804a-d7c4a769a1b9,2024-09-12,1501.11,PayPal,Order Payment,0
d626087f-bdd8-43ba-851d-3fbcbe10574d,7daeffc7-32cd-42d9-ac63-9e7483364a49,2024-12-19,1109.15,Gift Card,Order Payment,0
fcff3930-2ea9-4cc4-9c84-96e0c9076197,343e4064-8798-4830-9b62-1fa8f87a0758,2024-02-26,1245.51,Amazon Pay,Order Payment,0
103f691c-0080-4a3d-be31-920f52b06b0d,f77bddce-007a-4e18-8c8b-daeb03acadf5,2024-04-11,914.91,PayPal,Order Payment,0
241c2407-255c-4630-8d8b-dc694264c760,dad1424c-09c3-4d10-879a-604f1ee71012,2025-03-03,2726.3,PayPal,Order Payment,0
a18c7e44-aaa7-4588-a88f-b06d36ae406f,d5f12d89-0be7-45fb-b477-e57720ea9743,2025-01-29,4405.62,Credit Card,Subscription Payment,1
287d1086-f944-459a-bc7a-9060eea43148,42d73fde-0cd9-476b-a982-43b8b661dbe7,2024-02-16,1244.24,Gift Card,Subscription Payment,1
c474d293-2f57-4962-bb15-e28867bad43d,39eb6857-d1ba-470d-975c-0fb89a70b697,2024-02-18,1329.46,Credit Card,Subscription Payment,1
1c54be0c-99fb-4fe0-8be0-86fef6268507,a05a5ef3-92cf-4ecf-ae5f-c42031777594,2024-11-26,857.2,Credit Card,Order Payment,0
93b82dd1-7601-403d-910c-d975a6ebeeb2,3b13579f-cb62-49ec-9278-8e22539dfba0,2024-04-12,3103.6,Gift Card,Order Payment,0
b1b45944-2b58-4731-b87a-8defff356bd7,e879617a-b744-48ca-9a10-ca4c9862c32f,2024-04-06,3975.52,PayPal,Order Payment,0
5a78726d-b4ba-4fee-a048-85b4412c1f3b,5852f32b-bf7e-4750-af90-4e4d24516f49,2024-01-07,95.36,Amazon Pay,Order Payment,0
a417e6c0-517d-4de8-9afc-0dd1eecf87e8,08d0fd93-bc7e-4c9e-88f2-aeb76bd97401,2024-06-14,1820.8,Gift Card,Order Payment,0
02e06a31-9e7d-4a8e-955a-696dba86b567,af51eb45-547c-461e-aa9a-dececf07abc3,2024-04-12,1187.28,Amazon Pay,Order Payment,0
7aa3fb41-b765-4577-b584-bf916dfbe706,82bb3a97-727d-4375-80bd-ed122e4c7de1,2024-02-22,2638.88,Credit Card,Order Payment,0
70f8f7dc-62d5-4625-9da6-ef8d0543d881,6d7e4cc7-1b63-4d6b-a24e-aa551dd1cf34,2024-08-06,5520.57,PayPal,Order Payment,0
eb0b7d39-718d-4f25-92bd-8725f14a9ef0,4b1993d7-6a84-473d-9f38-4a6cd6938f51,2024-03-20,479.44,Gift Card,Order Payment,0
72b17fbd-ca70-4036-a9e9-2a2b675cfd86,73bb11ce-90f5-4287-898a-0928ba0cbd4b,2024-11-14,3924.38,Amazon Pay,Order Payment,0
65e918a1-c551-45be-8c40-4e35c1bd6ea5,0cd139f0-a266-42f2-8113-7934b8c81d19,2025-01-06,1273.83,PayPal,Order Payment,0
8e517775-223a-446e-97ad-d8abb6d34952,22948dd6-4642-4bb0-ba6b-c0fa47364b3c,2024-12-12,927.84,PayPal,Subscription Payment,1
0f4cd784-2885-47b5-935d-8c88d1a0fed7,a9d670df-38bb-4e75-a33f-8ffc5a536019,2025-01-24,4521.85,Gift Card,Subscription Payment,0
3814237c-0e0b-471a-938e-b1a23f249d52,dc1dc4ec-564a-46a0-8d7a-17a9d4ee47c6,2025-01-19,3589.1,Gift Card,Order Payment,0
e0133ba5-9276-4291-8ad9-36728d16d01d,205c7dd3-4714-4d1d-9715-e78a35dfdb46,2025-01-31,9663.95,PayPal,Order Payment,0
939f7683-31b1-4c0a-94c2-f731ef5e4af4,5e142a0e-d09c-40db-b5c2-397eede5f77f,2024-08-13,1879.8,PayPal,Order Payment,0
3a56b1e3-3020-461c-abe2-e0b120bc4c14,fc4a8593-839e-4c5b-860c-d11403fb6691,2024-03-22,1674.07,Gift Card,Order Payment,0
51d90aa0-bb6e-476e-aa95-2e3bbae4f593,3831dad5-837a-4681-9110-3691e08f52f9,2024-09-16,92.28,Amazon Pay,Order Payment,0
31c1ef72-e5fd-4d00-868d-980a71b9952f,9a6e6447-e76c-40ee-9f04-5cdfc855b854,2024-02-26,4590.6,Gift Card,Subscription Payment,0
8a5978a2-bd13-4b72-9579-d1eaefdcca74,0e1ba572-4038-4cbc-ac2f-84edfc64a5d5,2025-03-09,1891.4,Credit Card,Order Payment,0
4abfefdc-b601-4845-b03a-a792b4125b4a,0234e593-00d2-4ebc-8340-21b9527b3a3d,2024-07-14,3676.68,Credit Card,Order Payment,0
1f9a1fc0-aa6e-4d26-a0b2-a64ff6964f23,412a9950-4567-45f4-9e9d-a6e6f0909a50,2024-02-20,5245.6,PayPal,Subscription Payment,1
b07f223c-d380-4463-9b87-81298823bfd8,ed5a1a01-cc8a-435a-bac8-a9509dc87820,2025-03-29,3241.89,Amazon Pay,Order Payment,0
b0474791-c741-4405-9b96-19699f2c4aa4,e2c13159-8a97-497d-8bad-44e3a4074812,2024-11-10,9992.5,PayPal,Order Payment,0
f70293ca-73f7-4651-9e5e-ff4981b67fdb,0a20e877-4997-44fd-ac30-f469f3fcdfb2,2024-12-27,8318.45,PayPal,Order Payment,0
77f63e9b-c82a-44b8-a1e1-3acac99e03a9,15314e1d-ba78-4465-8cb5-40ab96a39bab,2024-02-24,68.49,Amazon Pay,Order Payment,0
f9408b62-1003-4d5e-a500-032b6046f508,27f6d3ae-718c-49c0-93b6-099675a7c8e6,2024-03-31,3404.24,PayPal,Subscription Payment,1
718fd21e-26c6-4389-ace8-fc7edc3c781f,f8116443-bac7-48b4-a5c0-fabcbe12804d,2024-03-11,2181.04,PayPal,Subscription Payment,1
139f4970-8825-4bbb-93a3-5d10f1ff40b5,5078fe48-3f71-40d9-be73-c400e5701b0b,2024-04-20,34.1,Credit Card,Order Payment,0
27ada374-2574-4732-abef-6dec5d5b1ba9,2783aea8-93c9-4c96-928b-e6953f925f57,2024-05-01,132.86,PayPal,Order Payment,0
55f93198-0aec-44cb-a2ea-632b381d31f9,81beccf2-210e-4165-ad36-6fbc6a1072e5,2025-02-20,532.68,Credit Card,Order Payment,0
fe649507-66ba-4ea7-b885-4244f7c1cf32,20e11c9c-af20-4aaf-b2fe-b0632c0f2b1d,2025-01-12,4822.55,PayPal,Subscription Payment,1
dcea19f1-c72e-4ff7-8599-bd4107f126bc,e1b74239-907e-4604-b58f-89e4f0741a50,2024-10-26,6129.5,Credit Card,Order Payment,0
e49dae54-c947-45d4-892e-9adb11b137fa,fed06313-bcc1-4f32-ab78-61b7309ea8c9,2024-04-12,4726.32,Gift Card,Subscription Payment,1
639980a6-7851-44b9-a8ff-4cea386912fd,7d2b36a3-3dd1-4cb0-a22d-b5098ab5f078,2024-09-10,2520.32,Credit Card,Subscription Payment,1
cda8f111-bb69-4add-a1ee-e5814ef5a5e7,d0167052-44dd-4ac1-b09e-993ec35710ad,2024-08-10,1606.45,Credit Card,Order Payment,0
d35d9000-d690-4a98-bac7-76794266d87e,0913d9ac-5005-492c-9d31-404e2a629ade,2024-06-04,1287.78,PayPal,Subscription Payment,0
66f0a48a-a12e-45c8-bea8-5d5fb7b03694,a41f1a35-2421-4c55-88a8-dec104f852ed,2024-07-13,3835.24,Amazon Pay,Order Payment,0
09be6a3d-ec2a-46e3-8a9f-66aee8728be0,66b8c4f9-532e-4163-92f0-16d2b6c94c89,2024-08-29,163.59,Amazon Pay,Order Payment,0
15a0a9f5-5b85-4f11-a283-44d5d6643931,de4f72b9-cf07-4e57-8d1c-240de6462956,2024-05-22,2612.44,PayPal,Order Payment,0
2fa0da70-adae-4bff-9ec7-5cff3bba380c,9cd855f4-bbaa-406b-8b3c-1c6c5d3a0c4c,2024-09-16,5251.53,Amazon Pay,Subscription Payment,1
aa32efc1-aac8-4501-9b6d-22aeb54f178a,e2521fe3-85e6-4517-8671-86714fab7b95,2024-09-03,5342.1,Amazon Pay,Subscription Payment,0
ea199450-6189-4bdd-9ef7-27efd5711471,60bc3227-4d33-4df2-8ada-62307ba8b97e,2024-10-21,1555.01,Gift Card,Subscription Payment,0
ee35ef17-f13d-4e61-800d-dd879d6f91fe,3007d3d5-c914-429f-91d7-c9b7b4227862,2024-06-06,7930.0,PayPal,Order Payment,0
131f2477-49c1-4dc8-8ab9-36f59859c852,6135e48e-36a6-4702-836d-64d7423958cc,2024-12-21,570.86,Gift Card,Order Payment,0
5e3d8f52-c67d-46f6-9462-30dcc7011580,a82e10d3-287f-4d72-873a-5b2274f282d6,2024-12-06,5043.8,Gift Card,Order Payment,0
e9b3fbf8-c99d-4a08-820e-a013f19cf696,978ed578-7d0c-434e-9494-f71495000268,2024-04-10,1742.43,Amazon Pay,Order Payment,0
8b58ffe2-86b7-459d-9ee1-9ffbf70df95d,d233601f-53bc-40cb-ba85-9051a8d57a98,2024-03-20,7006.52,Gift Card,Order Payment,0
0a444512-0ae2-4093-b62e-d3113b6d8344,750acbb1-a4b1-4193-8e53-9a5482fd7c02,2024-04-25,2180.24,Gift Card,Subscription Payment,1
0f7cbeca-c01c-414e-bd08-3c5e00d0ff85,d4c75d5f-0615-44f4-867f-d8b26ad92e9e,2024-06-14,7338.55,Credit Card,Order Payment,0
8edc8e47-cd40-42b1-8b44-bf0c6dc09bb1,ab4d37e4-6ead-4a5b-9775-b455a24645f3,2024-03-24,1988.6,Gift Card,Order Payment,0
a0ef8553-e2ed-445b-b361-2cd903223250,b3c4e75d-b9bd-4a86-a24e-f905aa00dc9b,2024-09-08,7660.4,Credit Card,Order Payment,0
9aa0df44-b2d1-44b6-a8b3-9ccd1f42296d,8e2fc1f8-da1c-489e-93be-eb0ef65eeb07,2024-03-23,33.9,Credit Card,Subscription Payment,1
7357e3f1-5f39-4765-909e-56267ae7ecfe,d24ea36a-2331-4835-b372-cb45d0d259b4,2024-09-22,7207.1,Gift Card,Subscription Payment,0
1e59200b-fa4e-4df4-9498-21ef67103e42,f9b97abf-8f21-40c0-9e5a-c7b2e5caf9b5,2024-02-22,3989.16,PayPal,Subscription Payment,1
d2bdd29a-ff81-480e-b20d-518c751e19e1,1e44476d-d5ee-4505-b11e-7608b14f19f8,2025-02-27,8702.1,Credit Card,Order Payment,0
2c64b096-e3ca-4390-991d-a1c735cd5610,913db47a-691c-45a9-81f0-6c84a9c90e0e,2025-02-12,479.83,Credit Card,Subscription Payment,0
afecdc32-a769-4a32-89d7-510a1632e60d,3771417d-7526-406d-ab65-4c1eb2448c6c,2024-08-20,3017.6,Amazon Pay,Order Payment,0
49b16fc3-10e8-4156-b15f-6e9eeb15ee7c,9b4e428c-38be-4584-a225-76118f0aad94,2025-03-08,6619.3,PayPal,Subscription Payment,1
cd911af6-0b9c-49df-bd2c-b11ecc35fc74,07c96dfa-6ca0-443e-869b-29f425517a5f,2024-01-13,3981.3,Gift Card,Order Payment,0
2b628c34-d5eb-4a9d-8aa0-c870db606bfc,e80cea24-f9d0-457b-8f49-ed1f2d3469cc,2024-02-03,1305.66,Credit Card,Order Payment,0
5269509b-4397-4cef-9a55-f1d9dd813efb,b137f435-fe0b-4078-a0af-2ae7f55582fc,2024-06-21,1957.96,Amazon Pay,Order Payment,0
0a24626d-d791-4752-aae9-fe5498dcb4a5,0ab4d717-5656-4b99-b3dc-8f090ca31286,2024-10-13,1865.82,Gift Card,Order Payment,0
30837ba8-643f-4ca2-93f6-bd47c58a00b6,10052a3f-40ec-469d-85a9-f8faf45b505c,2024-12-08,6428.8,Gift Card,Order Payment,0
92ce6bdc-69ff-4ad3-83b9-cadabf54828b,6e81f96a-40ae-4bcd-b1bb-b48e22d25a77,2024-03-13,4478.85,PayPal,Order Payment,0
02e846f4-c080-4559-b41e-f82fb81c287b,273157f4-d339-4b61-95e9-2c0abea5874b,2025-03-27,422.16,PayPal,Order Payment,0
435c3c62-bcbe-43a2-8902-6d1c6a9da225,552e23c9-227c-448f-968c-d1d1d774ac00,2025-03-19,1493.77,Amazon Pay,Subscription Payment,1
0d223452-5e8f-44f4-b34c-373c92149bda,4ded8eda-d281-45fe-9fd5-fcc803789c57,2024-06-22,3380.12,Credit Card,Subscription Payment,1
47eaf9cd-b40f-4829-8e6a-01dffa8b6468,4ecd701f-7a16-4817-a4d0-e60ec94e4b8a,2024-08-03,727.65,PayPal,Subscription Payment,1
bc65bbff-4479-4bf5-a9bb-9165efb45ca2,2f112cf2-0ff7-460d-81b9-8674ad683978,2024-09-10,4062.96,Gift Card,Order Payment,0
db64f4cc-439a-4c72-9394-ab8a518ed20b,2e14336e-583a-4fe7-bcb9-ef413332db6f,2024-10-15,1602.2,Credit Card,Order Payment,0
49387d56-034f-43e5-ba06-3ef784de6fb6,b1113dc2-5d6d-4c9b-953e-5111d997ad31,2024-09-14,6294.05,Credit Card,Order Payment,0
07baf9bd-0fa1-4aff-ac4e-a3d069448782,3a612827-dcff-4d4b-b94e-664bce1ef35e,2024-03-19,30.75,PayPal,Subscription Payment,1
077b80f1-3de9-4efa-a00a-8833eeec7375,d922e35b-3b4b-4be7-90f7-2abe6478162b,2025-01-07,6794.65,PayPal,Order Payment,0
254e47f7-4ca1-4129-b9a3-db33393921f2,6f0af16a-425e-47d7-b81b-b7e53f330a6f,2024-07-07,2271.46,PayPal,Order Payment,0
bf679d21-0fbe-4d1b-9074-c6cdea3b0fc7,2447833c-24cb-47d3-a908-fdd52e7fbc35,2024-02-15,4481.31,Gift Card,Order Payment,0
7b95665e-0932-4577-b285-bd19639e6ba8,b27768dc-6ccc-48f7-8bf4-f280c8f4f264,2025-01-02,707.84,Credit Card,Subscription Payment,0
661328b5-2cbe-498d-8c7a-8f0d04445e75,5515b3b4-4370-4ffd-a60c-77a2d91c2cbc,2024-11-22,344.1,Gift Card,Order Payment,0
537bdeb9-deeb-4879-8a00-74f274ead31c,7ed5041a-dbe9-4a64-adc9-4b445cf6dc61,2024-02-17,2360.55,PayPal,Subscription Payment,0
7d024956-60f2-46e7-b9b3-2a62b3b2d39f,7ae68e11-97ab-4811-865a-ea4c4a5d9751,2024-06-11,3906.52,Credit Card,Order Payment,0
0a58b0a9-9c62-49bd-9f6e-656d0fefe8a3,0cf6c4a9-9b2b-48cd-8e57-e7888a2e9e3b,2025-01-25,881.72,Gift Card,Order Payment,0
a410f73b-be73-49b3-b679-1d15ad06994e,f1977dca-8ecf-4a16-99eb-7c4963e6f53d,2025-02-12,3658.0,Amazon Pay,Order Payment,0
9906ba28-1eab-49cb-9635-2fd0311589e5,b08288b0-fbc1-4dc0-a521-505d196a91b5,2024-06-06,2958.3,PayPal,Order Payment,0
cc143f12-51bc-433f-af4b-da340dc9ebc7,afd2bbac-d259-4376-8f04-7a2f470dc9f2,2024-10-20,7842.48,PayPal,Order Payment,0
e8040f3a-1fa6-47dd-b5ac-45ea4f73e790,b7968f58-a7ee-45ce-b4f8-29a1a4935586,2024-02-20,619.52,Amazon Pay,Order Payment,0
63d6ec05-42f8-4f1d-a655-e2e7c2f1a88e,27752d95-c690-4bd8-b90e-fe21a67f9690,2024-01-14,1492.95,Gift Card,Order Payment,0
298eec83-9d09-4ba9-8d55-e7b73d622ee0,03ac3080-b70e-42b8-9349-6ca042f56ab4,2024-04-14,1149.25,Gift Card,Subscription Payment,0
ca66ec8c-8942-4b44-b72c-2a6cffbe3697,e5fec4ed-35eb-4ca0-8cad-335e100a4ed8,2024-11-22,3984.28,Amazon Pay,Subscription Payment,0
5d36c99d-318a-411c-99fc-8e935729d8bd,17473e2b-f4ee-4120-ac0c-cdd47804005b,2025-02-11,2915.98,PayPal,Order Payment,0
1547f77b-7e2f-49e4-acba-5fca490e1503,18681825-3999-4108-bcea-7eaa69bbb216,2024-02-01,446.67,Credit Card,Order Payment,0
8db2020f-0439-406f-9f50-65843134f3b8,17723675-7a2c-47b9-9294-d9fa758c7281,2025-02-15,4187.6,Amazon Pay,Order Payment,0
3886468f-ad0d-4c9f-9f5f-b14a6ee6583b,72124848-fd8e-4fb6-a991-777aea3f2e3a,2024-02-06,5116.2,Amazon Pay,Order Payment,0
d31f8ea8-7714-4631-a557-35caac31942c,49e8720c-e4ab-4bd9-9f4f-a87623c927a1,2024-08-09,1463.8,Amazon Pay,Subscription Payment,0
594bb88b-0008-4337-8218-4b1ac8e3592d,e5c132a3-3ce6-4fb2-b3e8-7c190b6005d8,2024-12-28,9416.85,Credit Card,Order Payment,0
129bad49-fc3c-4a90-8984-b9a56ac22c3c,47f6261d-c190-48c5-88f0-ffb79d5132e9,2024-01-27,1302.8,PayPal,Subscription Payment,0
fef10a4f-340a-4a14-9735-88de7f85bc56,b923c7cf-731d-422e-925e-5c53fae6ca8e,2024-06-05,2589.45,Amazon Pay,Order Payment,0
41f282cf-e8a7-4c96-8156-c6aff080afad,a9ca44b1-9396-465b-ac7a-f801bd4c2009,2024-02-23,2501.85,Credit Card,Order Payment,0
e8f9f292-aa1e-4841-8647-a3986533e874,756a625e-7574-4bde-a3af-041e00cefa89,2025-01-15,171.54,PayPal,Order Payment,0
3365f18a-0bb7-42bb-a5f0-99e04bb8a38b,6f64a191-e560-4b60-ab4c-400548440d90,2024-10-23,1822.66,PayPal,Order Payment,0
0488ce70-78f2-4881-8ddb-a069fc6559f3,74629341-11f5-4a96-8dd2-8d2bc7ec7348,2025-03-09,2889.35,Credit Card,Subscription Payment,1
0cfdda4d-b07e-4531-ad77-eaef96f404e4,adbfc538-4a37-43c0-99b5-6a5779639412,2024-12-04,9048.95,Gift Card,Order Payment,0
aabba8f9-d890-47bd-8755-9e79ebf702cb,755612e5-be3b-466f-aea9-dabf6693adf7,2024-08-04,1617.44,Credit Card,Order Payment,0
cfc6bfa3-c630-45e6-b02c-ee072c926776,e70d58ae-fe35-4d34-a427-68ab7b5601ba,2025-01-14,4175.2,Gift Card,Order Payment,0
f7ea08a5-9b82-4897-bd44-1fd7b1440f41,a37dd148-1c9f-4e0d-ba5d-dab50d377684,2024-06-27,428.04,Gift Card,Order Payment,0
af84f46c-ba3d-4a2a-bda1-4e4758ea6376,c9701897-6905-4ad4-9268-a80db4826e28,2024-01-24,2658.92,Gift Card,Order Payment,0
484ed5b4-f83f-43d9-8ad0-6c5900ab6764,6a4ab17a-a225-4998-91ca-5c9dc65b51f9,2024-11-22,8118.15,PayPal,Order Payment,0
ba9c4be9-60d0-43e8-aa26-048229be6007,7f1dc4f2-93f9-4937-ac93-dc919d397761,2024-10-02,3705.12,PayPal,Order Payment,0
92a6b225-b6dd-4451-a4a8-12aad7e496ab,470c3493-c31d-4b94-a6bd-85792284b52b,2024-11-05,938.1,Gift Card,Order Payment,0
dd2d5958-7e12-4d6b-af09-597958b138af,0c3fed1e-0f1a-444a-b0aa-2a9d0f8f4cd6,2024-05-10,2350.04,Credit Card,Order Payment,0
88913b39-6357-47f5-8c04-893977405e51,1032574b-b21d-43ed-ae8e-33e930f539bb,2025-01-04,40.92,Credit Card,Order Payment,0
d31395d7-62fd-41f5-a3ea-a9e854410e17,1cfb0813-1171-4dd4-bb77-30f9ec557619,2025-03-21,3685.77,Credit Card,Order Payment,0
69c70246-71a1-4352-8eed-eecf55e9243e,9cd5754b-76e1-4d93-a8b0-0ef6a339a87e,2024-06-28,2425.38,Amazon Pay,Order Payment,0
4f415509-a5e5-4afb-8a08-c8dbb480d23b,1948517a-3af0-4afc-ba5b-7c88cf6e68ca,2024-06-21,1092.17,PayPal,Order Payment,0
000cf44b-9640-4395-865f-df84e2dcff59,e36ff47a-a424-4598-be61-e755d1867c7d,2024-12-28,4204.1,PayPal,Order Payment,0
fd32e397-24a1-4d33-8b82-29cea084debb,cc316a6c-46fb-4fd5-9fe1-cfa60fc71905,2024-01-31,1358.93,Amazon Pay,Order Payment,0
a22b1030-4cf3-4639-b3ad-ad14f0769f01,f0729df2-eb7d-4139-8ae9-7b10a3d55310,2024-07-05,1790.63,PayPal,Order Payment,0
7cafca95-ae9d-4fc5-bece-c0b86e171fbb,0e757df8-5fc0-436d-91f7-47bc30b06084,2024-06-04,3770.28,Amazon Pay,Order Payment,0
5da48fff-393f-4161-bc73-f00d380cf070,c356c768-1213-4f02-884e-723af99c814c,2024-12-12,4594.35,PayPal,Order Payment,0
86a86b60-a609-47a1-9f7a-a89d20c997cf,057cbebf-53e7-46ad-a938-ae27bbc2a1d9,2025-03-27,4522.98,Gift Card,Order Payment,0
555b5fd1-b67b-4ae9-927e-92dbe45b1cdb,2d0928a2-bf41-46d9-bbdc-3edc87992032,2024-04-11,1284.89,Gift Card,Order Payment,0
dbb50983-7ae0-4674-a0ab-3dc8d8cb6cdd,3a81e12f-5da6-478e-936d-ffae1e72c096,2024-09-19,40.92,Gift Card,Order Payment,0
d37d5fae-574c-4bbb-8d61-9bf5ddb9ec69,128f0035-0d1b-44f7-8586-fc1c2d8e05f0,2025-03-15,6067.64,Gift Card,Order Payment,0
b1149fae-a80d-4afe-a142-ff9d03b7fa4c,c6908762-d852-4bc1-ba58-a86c449c5380,2024-08-09,531.26,Credit Card,Subscription Payment,1
3be7be64-40a9-4a8e-861f-8ebc4dd3814d,ba22e7b3-c5db-4b29-965c-6c8f998fece2,2024-10-13,1561.68,Credit Card,Subscription Payment,1
e848f7da-5d24-48f6-b003-0e51b68b7e7b,3dd0adeb-9177-4867-af21-7cdeadc59f10,2024-05-03,1058.88,Gift Card,Order Payment,0
2c7d7632-01ef-4192-9e9e-58dbf4d8daaf,0cf07035-849a-4176-80d7-5be048d378c2,2024-03-29,3077.25,PayPal,Order Payment,0
47233295-a659-44ae-9b84-0b1eac8acc9a,66ec7b3d-2397-4769-b3bf-be1904804b48,2024-04-06,1404.75,Amazon Pay,Subscription Payment,1
a0678857-1bb2-4376-9bf6-af0356e2f319,45e2b315-40cd-4d08-8784-f02a263f3f30,2025-03-16,630.87,PayPal,Order Payment,0
3319aa3c-5644-415d-8189-f047a36b6252,fa7af3e1-d442-4ac8-8513-41ae518e0811,2024-11-14,649.56,Amazon Pay,Order Payment,0
905d31a1-f17f-459c-a6bd-a0cb38ec191d,2b046e24-db7e-4931-909d-b928b4d52f05,2024-03-23,1468.56,Amazon Pay,Order Payment,0
