SubscriptionID,CustomerID,ProductID,StartDate,EndDate,Status,RenewalCount
aa65f640-d5ee-4c58-88e2-938b9f9f328f,ee8255bd-fea9-4bab-b61d-b99b99260c0c,0dc29c8c-90bb-4d0a-9569-694cc7242802,2024-02-18,2025-02-12,Expired,0
ad0de62c-3d4e-44bc-ad65-6f5fb203e662,78ace804-054c-4d1c-af78-dcaa3aebd3e4,fc87222b-0400-4bc7-b9fe-4e8c0c8d452b,2024-12-12,2025-06-10,Active,1
accaf987-30d8-452f-9b1b-f50f2e2e5603,00ccd7fa-f5f3-44c9-92ff-606422733cec,6c2d7d16-b3a3-4ddb-8cb8-475ae28353e9,2025-01-24,2026-01-19,Active,4
e7e7a062-34b4-4faf-a48a-2801a1505341,e319f040-9be9-4ce2-b9da-e20fb20cbecd,411a67e4-3fec-47f8-833f-67e8f6242edb,2024-02-26,2025-02-20,Expired,0
c6ea94ae-d74b-4e19-bea3-7d78ceb5ce9e,e93078f6-6811-4074-a3fa-45cd9da1e0c8,61200033-25d8-4b27-8937-16fc2abd2e29,2024-02-20,2024-03-21,Expired,0
a5211cdc-e8be-4225-aeef-cc5d862c123f,442e9d79-ce13-4faf-89a2-4f8c42d2d9bd,6c6b1b55-8ee4-4dc9-ba1c-539542538158,2024-03-31,2024-09-27,Expired,0
54b7d4ff-12ba-49f7-8f7c-39fd1383778b,499819e7-4581-4e41-af39-be9f47d0924d,8b167972-07c5-44ee-95c1-2dff5970c967,2024-03-11,2024-06-09,Expired,0
531651a4-7dde-462c-8dc4-94eee99d798c,7352622e-4574-4deb-b939-c08a073150e6,5c46a624-1275-4094-82be-155640296524,2025-01-12,2026-01-07,Active,2
ddb1509e-3961-49c3-8ac9-70a9c69479a6,ad6f28b3-d2f5-42a5-9e53-ba9f317a3260,f2eb62ab-8059-477b-be9f-82b9ee4c0521,2024-04-12,2025-04-07,Active,0
27dc7657-d694-4752-95b1-34a06162a628,ada14ff6-ddea-4d5e-81a3-60ee4491b792,93eeb6b5-6889-465e-a66a-22437e100bc5,2024-09-10,2025-09-05,Active,5
45b4881b-61b2-4a52-a893-1f3b0599b9f3,31956f02-9252-4612-b55c-c0b28f6fe0e8,385dabdb-33e9-4ea5-891b-80cb8140d558,2024-06-04,2024-12-01,Expired,0
fe925c28-d4a8-48df-9f53-5ca09ab692f4,3754624d-c35b-430d-b83a-76ba60891960,d95c4f3b-cb52-483c-be43-249720ee6d6c,2024-09-16,2025-03-15,Expired,0
36821862-6d5a-42fb-b3e8-25c247cf8c56,9d0704a9-3628-425b-910a-2d5695d3978e,9794fd92-a3db-451e-8a9b-23c5c414d746,2024-09-03,2025-08-29,Active,0
bbd77b6b-b0bd-482a-be17-94b93c65db52,2eda7631-bfcf-4056-a624-365b88c7ed34,eb2d4658-26c6-4944-9d20-d58f388a8460,2024-10-21,2025-10-16,Active,5
d81a43fd-8252-4bfd-ae7f-03b88ec20ca4,2ab1de50-715a-4a08-81ba-79f32b587b63,6808b46f-2a1b-40d0-9de6-ff92b0fbcdc1,2024-04-25,2025-04-20,Active,0
fe83abc4-67a5-45b6-8005-8afdb3b0bb32,8367c064-3a84-4224-be0d-74c637da5f61,58f7edc5-7d25-443f-b10c-e53d43bbf2f5,2024-03-23,2024-06-21,Expired,0
df68ea32-35db-4964-8de2-9a37b591bc83,2c1ee99e-08f3-4d2b-976b-48e38340f36f,8ed2ac96-4945-410a-8a47-0cff8fc632bc,2024-09-22,2024-10-22,Expired,0
cf547494-aa6f-41f6-b048-249adb33fd8d,91186662-93e2-4c23-9968-8bb59b170176,fff9c9f8-cd88-402f-9284-c05c5c75ce1d,2024-02-22,2024-08-20,Expired,0
fa253f72-9132-476a-b266-2eeeb28ebe43,80d48cfa-0dd2-487a-92f1-f889dbbd3edc,c9bf3553-03b4-465b-88bf-416b57fccda0,2025-02-12,2025-05-13,Active,2
69417bb6-09d3-46cd-81a4-ce95b89edf04,71636595-bedf-46ab-af4b-3e25d808f4e4,7e02b8fb-7aec-4226-9b1a-9953217d8545,2025-03-08,2025-04-07,Active,3
45f1f3b0-297d-4ee8-a727-a450664291d2,3aabaee2-cfab-4de0-b08b-e685e4dab715,79d85fa4-73e1-42fe-8ed3-16b175d227ed,2025-03-19,2025-09-15,Active,2
c76c66ea-89b8-4064-9090-9b25432d7bbe,acc80045-2d63-4e6f-83f6-7240d5e26e23,cde0ae51-7932-41e6-86cd-8a56b108f21d,2024-06-22,2024-09-20,Expired,0
f5c1fed8-5acf-449f-aa3b-2400b7f96dfa,f35104b5-f781-45aa-ac00-3c3df1641061,d55f7ef3-438a-429e-bb85-28f2b70ffcb9,2024-08-03,2025-01-30,Expired,0
83e6f454-f957-43a1-96ce-c356384c7247,6438261d-09c8-4e5e-b9a6-17c99d491a75,74b4925e-d426-41ea-9011-fb6d6d64452f,2024-03-19,2024-06-17,Expired,0
bb9eaae7-a6c7-4b8e-a153-9ed7c16dfd6a,afcb6c6a-182d-4d9c-9531-d52ad67019ed,023a7f7a-16ae-4de8-8a5d-942d0db11878,2025-01-02,2025-02-01,Expired,0
6950471c-65d2-42e2-b56f-1cbbe022c013,9de2ec7a-a54e-4044-a11d-51248ca29d3a,3417fd29-953d-48cf-b3ea-ba4090119e2c,2024-02-17,2024-05-17,Expired,0
44a77fa0-388e-406c-a8a5-fc747b9e459d,bd1f739b-33a0-4bd8-8ea1-e89a6e3ee61a,4f7a8bfc-9cee-4024-a3ac-8e41c47d667e,2024-04-14,2025-04-09,Active,4
9cfa2a7f-5076-4a97-8024-d445693c3481,8903a4d8-540b-4623-a2a3-818a6aa79592,7aa535f9-d246-4a32-bed2-1577987e46d3,2024-11-22,2025-05-21,Active,3
92064e09-77e9-44f2-96a0-1b7c08838385,9f4bbb46-43f7-4c3d-93ad-a439da379bc9,5b2dac70-0d24-45b8-aa26-e438f738880a,2024-08-09,2025-08-04,Active,3
a961fc19-6c2c-4320-9f91-0c3c33703448,66e0112c-dc09-4b85-818a-5d8fbd3532da,7c4fe531-e759-4f48-ae08-dbd2b5eab92b,2024-01-27,2025-01-21,Expired,0
aad0e4c6-c2d6-4c8e-a663-20c3e023ca1f,08ee7f00-6b40-4300-b559-b2229586b52e,a5835224-4a3b-4d2a-93bb-cdaaa06d55b1,2025-03-09,2025-09-05,Active,4
32511db0-4c9b-46b8-a342-c423c6789313,67e6a9d6-5ed4-44c1-b8c4-1cbacd102f42,9927a671-ed84-4991-8b88-588b174f2e14,2024-08-09,2024-09-08,Expired,0
f1a6293d-2d6a-4c25-9908-e5277daeb4b4,429bc948-a197-4b98-9ca8-ccf8bbc3ef91,8a93d3b0-5739-48cf-9de4-321c24c6b08b,2024-10-13,2025-10-08,Active,1
95561443-c043-472b-9efa-4903dafcc779,899e52b4-4221-412c-8e39-df73b1df66ce,47f0a6bc-4feb-479b-a2bd-39fb5fa67162,2024-04-06,2024-07-05,Expired,0
5bd29f19-aa95-4086-b113-f7fecc445423,67127eb0-5b11-443f-9ae0-d8dcae502aad,da0b3d8a-920f-4725-988c-70509f827725,2025-01-26,2025-07-25,Active,5
054be890-a9f6-4c53-a164-634abcfdc10e,8769f452-1de4-4cf3-a4f5-d4a3f73b5cfb,ee7b8146-db9f-46e2-b9c7-f66351f8193a,2024-12-22,2025-12-17,Active,2
a4dfa5e5-3643-425a-b296-a3358d1b2b30,c9891c51-32d4-460d-8dd7-680ac5ac3239,c6cb17b4-b432-4c44-bf91-27a2ab4eb127,2024-08-02,2025-07-28,Active,4
4f118b4b-8908-4446-b331-5b0443e7e258,10dd74af-1610-46df-ab20-e6cbd3ff8446,2fd07bc1-6bb6-4433-97cc-9807df31ec7e,2024-05-17,2024-06-16,Expired,0
990b5e06-4502-4f70-b18b-0ac1083e6b4e,5dbc97dd-9c11-4ada-bb91-45a277932e72,ad6e05f1-d810-4b75-b074-1f03e8787ebc,2025-01-30,2025-07-29,Active,2
4d2ce501-bc7b-4d1b-91ff-0bca734a7cb6,7a2be126-c3ce-4e05-a1e1-87f12f9919f4,b97c0fb4-d7ed-479d-b64f-dac67fdfd6bb,2025-03-13,2025-09-09,Active,5
339b25ff-d98a-4477-8fe5-3eb586478b9c,d6fc217d-acbb-4642-b142-4b9016bb5e45,92f7b7f9-bd62-4e5a-8d1f-65a38c6614e5,2024-07-12,2024-10-10,Expired,0
52435062-a425-4939-9df8-a6ae0ab7c6b1,c7104ac3-e468-4dfa-8da8-b6f5d9e6df6d,d64dd4b8-0368-49e9-ab2b-9851557b2a73,2024-10-22,2024-11-21,Expired,0
459a5e5c-fce4-444b-ab6d-f39dd8d8be13,f905489e-781b-4f1d-b068-325a8cd84b3d,97d37ffa-6bac-4925-96e6-9f445c537167,2024-08-29,2024-11-27,Expired,0
2377db4e-95cb-41ca-b69a-323a5422d562,9345b8d2-d959-41d4-9360-6deca1e93fbe,ab5a271b-7f68-445a-a3dc-b4e69bffe23f,2025-01-14,2026-01-09,Active,4
3ddc3982-4a2e-4025-8162-0dfdabac837e,a0777b3c-0d8f-4279-bde2-876425de3f6c,9fd56ded-abd6-4058-b50e-1c51655754b4,2024-06-08,2025-06-03,Active,2
f8f1bfa9-a2a4-436f-bf52-eef53c23bfd7,89301cc6-aa46-4c1b-95b7-a3ae123c5e57,2b7c4285-245b-4eb4-b0df-f5526e8b0cb6,2024-01-26,2025-01-20,Expired,0
5c7d20d8-31a3-4faf-88ff-6216c581e31a,8d1975be-a490-47af-a0ac-443282650e72,2b7c4285-245b-4eb4-b0df-f5526e8b0cb6,2024-10-05,2025-04-03,Active,0
adc4b4f1-f0a0-42db-ac6c-6f3fc70ef5f2,389836be-4160-4671-9f4b-133cc07b32cc,c3a7e1c9-fd75-490c-a4e8-df24ef57d39a,2024-05-05,2024-06-04,Expired,0
78f362bb-7d1c-4da3-bac4-0de72a94181d,1a3f1cb7-519d-4107-9908-df1a4efe5b75,f9298f15-e743-4928-a399-f6c08e34bcb4,2025-02-25,2025-05-26,Active,1
9652cb52-541e-4300-b97e-2e112c3a4a2f,78911a73-04d7-4a36-8aa0-1f98d5b0fca2,2baca05a-86be-481e-8622-ea3f8af6e5a7,2025-03-15,2025-06-13,Active,2
5b8127e4-881c-41d0-ae6e-f7558a3cf3c2,79da2f3b-9aa7-46d1-986e-d9a6cf768f2d,f7d01d3f-6bf2-418a-8d41-a4e5a3347f54,2025-02-12,2025-08-11,Active,3
868abeb7-c988-4acd-ae96-a5800ce9cc3a,2265f86d-8496-4a35-a89c-0861b26e54d0,63dc7926-1146-4042-a000-d450b0389af7,2024-10-15,2024-11-14,Expired,0
29b5f082-4abd-471c-ae35-7895a66f99d0,ac75c65e-555f-401e-8b8a-3b7d6368302a,3ee48e9c-aa2d-4c2b-81e7-109acef7c4b8,2024-04-14,2025-04-09,Active,3
b8b7d44c-3c3e-4c04-aac6-4ec3ea62ac69,9a1b6a09-f3d5-4bcc-a862-cd14a999e172,5d83de7a-5b4d-488d-a602-460036f234d5,2024-01-27,2024-04-26,Expired,0
99be31d3-2e3f-4340-80fd-43687a014282,167a30ed-3eda-41a3-b7ed-c30a444fba3a,a5a25c30-093f-4b4d-88cb-82916ac0c04c,2025-03-20,2025-04-19,Active,3
bc9f2a0c-4042-464a-853a-0bacbf2821a0,89587cdc-df80-45a3-9274-8ce0a177644a,81f28afa-56f5-43ff-b08a-2713aa169f49,2024-10-20,2025-04-18,Active,2
387ffbc1-f013-4a2c-a00a-085361ff3533,f56e553d-2871-4c36-9ea1-22f9984861c1,88f2a77b-7ae4-486a-8b7f-1eea0d43e290,2024-12-01,2025-11-26,Active,2
855c23bd-2f52-44d5-9e75-d40b16599daa,dc109bf2-384a-46e5-a342-3e2c4c19224a,c7318ba5-c8d9-4891-8adb-1ec6cdb0742d,2024-12-30,2025-01-29,Expired,0
a5af3328-1a01-4ba1-9865-925307a700fa,22d685bf-d35d-4c04-96af-6db46d5b6c06,956d6255-f25b-411b-9e39-da3312f1c007,2024-05-07,2025-05-02,Active,0
f1ccf3ee-e32a-45e6-84da-a6885366d656,ba8df060-a6f4-491a-bc73-96c5201cdc53,0d0ede04-5509-40ad-824c-6b892b6a24b6,2025-02-15,2025-03-17,Expired,0
2a95f74a-f92e-4de6-80fe-f0539926bc65,64ddfa7b-940f-4084-a062-6bdee10af2f4,0505e2b1-33cf-4f3c-bbd3-a342f90cfd3f,2024-06-01,2024-08-30,Expired,0
b59cb83d-29e6-403f-aee3-e1d70974142e,75587fda-de90-4980-868e-a03dde59a577,e07b8831-f139-48d0-b007-28bf079bb909,2025-01-14,2025-07-13,Active,5
18f03ee3-338b-4ac5-bda8-e5ec67136ad3,825512d5-01f9-47fc-b322-08d234db06fc,fb365e8e-e8b3-4140-ad82-2c479b066045,2025-01-26,2026-01-21,Active,0
10044181-b98e-4618-9217-2376cc11e6b1,25a158c8-8d68-4972-85d0-e1adcbae3af8,8d546f3b-7c25-476f-94c2-9c5d3ddf9e74,2024-10-18,2025-10-13,Active,5
458d0502-8ab0-4ecb-8dcc-20847074db5c,66452936-9bde-40f4-a3b1-52eb707bb1e3,abc750a8-7a5b-4091-8d74-c0498fe7aa6a,2024-07-04,2024-12-31,Expired,0
e7009d60-cbf8-48ff-81a5-d06fe7bd126c,aa8f75d6-254c-4211-ba05-693b73ea76cc,a2b49fee-31b8-4ee8-bdec-88e654256551,2024-07-25,2024-08-24,Expired,0
4cfcb9c2-bc89-48a4-ba53-58f4662a99aa,d244d9e3-e372-46ba-a443-4d8bc95d70b6,f9b79153-d311-4b38-ac80-b68ef5d00f99,2024-08-06,2024-11-04,Expired,0
abb509d4-c9f0-4f16-9943-c9c9e0aab07d,1676a522-7740-4e2f-8c1d-bdcfa7e658ed,da3a0fc3-0620-4970-9db4-6bb18a2b6b96,2024-11-07,2025-05-06,Active,4
c5a73957-5596-47ad-a138-036717f385f1,f4220d7c-4c22-46ee-9696-d968fb246fcb,33641bb0-315b-4da3-9bd7-7ea673e4466f,2024-04-26,2024-07-25,Expired,0
d3b34b23-4882-4fc0-b610-2b48e5ee1407,b2ec8550-9d9d-4773-b48e-5417c8779eb7,da3a0fc3-0620-4970-9db4-6bb18a2b6b96,2025-03-16,2025-04-15,Active,4
1fec7332-55f9-45bc-b076-7d356f59a3b8,337a24d2-7adf-4cf3-8783-cce6f18407f3,30f94137-7355-4742-a288-6b787de75a7d,2024-04-12,2024-05-12,Expired,0
6fb18c80-997d-4af0-b83c-0745785a4f0f,183b3f77-e05d-4fb9-9e8b-7cfac2c14c18,8aefeaca-53f1-4015-a9cf-d0347ab6abe7,2024-01-05,2024-12-30,Expired,0
b8bea468-10d2-434a-9859-28b5de4e0c8e,ba32b05d-a45d-48e9-b23c-3b84c400db40,654ad114-e6e5-4592-9f76-d3fb3fe6aba4,2024-08-03,2025-07-29,Active,1
3eedc8d7-5e96-44b7-8aaa-0eaf58de9b68,eadc2b1f-7b29-42ef-937f-276cb1f103f5,5c158371-8278-472d-a58d-a133e0aa577a,2024-02-20,2025-02-14,Expired,0
3ed0eed0-f5a1-499a-8d49-abf673f0980c,5791555f-0704-4633-99c1-81a53fa7f9fa,e8298cbc-6776-4a74-bada-a48acc27461b,2024-02-16,2024-05-16,Expired,0
15103fb1-1c5a-4584-9ba4-98cd617216dd,6623b183-2587-4bf9-af1e-7e277c6cc543,4c30c101-2337-49b0-9d19-c4852acc27c2,2024-02-15,2025-02-09,Expired,0
796bf591-a4f3-41e4-acad-22911fb68bb4,6966bd83-aeee-489e-baed-01642c1e5b3a,604d4ae2-feee-459e-86b0-b2b766f53a3c,2024-01-20,2024-04-19,Expired,0
99a0f51e-c35b-4711-87b1-6eb456c461de,8edd6dac-456d-4e0b-81bb-dfdb5943e370,a6d4c31d-7fdb-4861-9a6f-31c8332f2f6a,2024-05-02,2024-10-29,Expired,0
75d676c7-0789-4484-a45f-d811f6dc6f0d,c42d8eca-28c3-4277-9d17-ae917cad84be,392b297b-58f6-4656-bac2-5749b70f49fa,2024-10-07,2024-11-06,Expired,0
a856dc14-e6f8-4c85-863e-f6ea6ae9b11e,3ea4909b-47df-48f3-a1c8-0143fe7fa0e6,03fdd1ff-dac0-42d4-9ef5-bfc80ef0faeb,2024-10-18,2025-04-16,Active,3
0a84ca76-ba8f-43fb-b7a9-54938d95e6df,6ab1c2ee-1db0-4967-9c4a-1035db69b087,d5919069-8bda-4fd9-a55b-083fd679b57b,2024-09-23,2024-12-22,Expired,0
48025a5f-fb8f-4982-931f-c24a3c2fa9e6,de8700af-5e53-4abd-9d11-c2ed6b7baf89,20b58416-7ae7-47d7-8c45-31a5a802a31a,2024-10-16,2025-10-11,Active,1
c8a7cf22-16e1-4908-af92-6d05a5b1f920,21e0b721-727a-4621-ac2c-cb92e27143e5,2fd07bc1-6bb6-4433-97cc-9807df31ec7e,2024-06-04,2025-05-30,Active,3
170b0523-169a-4394-b7e0-0e4410656b79,b9039fd1-7250-49e2-8c48-abf4dac83e29,82a96135-8f67-43b0-b334-595e378f5791,2025-01-28,2025-07-27,Active,0
a1237c18-ef2e-42c2-b7a3-cc97001308ae,02c05b25-f699-475d-83d6-ab3b851bba5d,bd93add9-d19d-403c-8349-bd7550ad45ab,2024-12-26,2025-03-26,Expired,0
30bfa42b-bc55-4f7f-88eb-488703b1ae3e,8edd6dac-456d-4e0b-81bb-dfdb5943e370,b5fb6436-c187-4e5b-83c9-45ad620ab8a3,2024-01-09,2024-07-07,Expired,0
e72eb6c5-c8bf-4798-9d89-c4b0537f713f,5b75b2c0-bb7e-40ed-b448-42008cea029c,5a59738b-dc7d-4925-9db7-77327a894d9b,2024-01-09,2024-04-08,Expired,0
0ffe8b2c-ad42-4e90-afe9-d4307be15927,4d05bd61-be45-49c1-a77a-b553655dcf61,a2b49fee-31b8-4ee8-bdec-88e654256551,2024-05-26,2024-08-24,Expired,0
4e1d74e5-827a-44a3-8819-236b7a3a6a24,73fd3534-9fec-46cd-bff1-ff7de5e21758,cb23e97a-ed8d-46bc-b567-0980294457ce,2025-03-11,2025-06-09,Active,3
cb814454-cff4-4d9f-afdc-8dab0ec0feb4,b27c0b34-287b-4b32-8335-43544686a49d,ef054b83-4c21-4e09-88d1-7cca7b33bddc,2025-03-02,2026-02-25,Active,0
35ba00a0-c9cb-4864-bf52-8a5c1209bc2f,79dca536-b4b0-422b-85a6-d47af064db79,6cc56e9c-8b98-4227-b0c6-f258bcf1e1ae,2024-07-14,2024-10-12,Expired,0
1b04f4bc-1c21-47c9-b100-45a6432dbdae,59266a33-e9f2-4967-8997-34aa5cda9005,b0441f4f-d0f7-47d4-84ed-b8711f8cfc63,2025-02-20,2025-08-19,Active,4
482e9467-4b35-4622-888e-7647a3558f96,95d0e11c-1891-46cd-8e44-f39b684b667c,ce666b21-2ef4-4ceb-8235-d3eb4f19bb07,2024-01-30,2025-01-24,Expired,0
ea88afb9-cb19-49ae-bfa5-31a6e0f17e33,7da6bc85-1e76-47ad-b5cd-bd14f12edc23,0b343f7d-906d-4cf3-83fe-096b85952205,2024-05-28,2024-11-24,Expired,0
7156662b-06b3-44fb-9809-a30ba7b64b26,9b05314a-62a1-4da1-b20d-9b2aa8ec0441,3a5c2ae6-0b26-4560-a84c-6e334edd40b3,2024-10-05,2025-01-03,Expired,0
a5982988-cd5d-4648-90b2-9ee5e46451e4,7322db0c-c8db-4dcf-a454-404e5393076d,273acc70-97dd-40eb-9cb1-89b5884e5488,2024-07-03,2025-06-28,Active,5
232363aa-61c4-4edf-a69f-8df5aae8534e,97ced0d4-714e-4faf-a4dc-4263727d2b97,fc66e753-29af-48c5-81c8-52690ec01dc0,2024-05-31,2024-06-30,Expired,0
982bdde0-8c25-4661-80cb-5c88c5cb00c1,0b317811-b800-41c4-9e31-bfd0522263e7,c51a168e-d4d6-4e40-bec3-2c8a60f528ea,2024-11-16,2025-02-14,Expired,0
6425423e-18b1-4379-a21b-050765d47fec,c541c5a7-b2e0-4216-8aba-6944b7fa7039,97d37ffa-6bac-4925-96e6-9f445c537167,2025-03-12,2025-09-08,Active,3
d08f7a84-48e5-4bfb-8f4c-208d602ff186,28060de7-8db9-4e92-b112-597530e4d422,86b86d94-7466-423d-9e4d-b5e56e65c5a7,2024-11-08,2024-12-08,Expired,0
9b4ac4ba-abf7-460a-a3e5-884baec64018,a73cca52-7782-4fa3-843f-0c1835c56506,cde0ae51-7932-41e6-86cd-8a56b108f21d,2024-12-11,2025-12-06,Active,2
392b8416-319a-4172-ba75-0fe3463b41cc,d7ac7045-7ee0-4ecd-a2dc-1da243ce3abb,d23a854c-0224-411c-a97e-3c5b47145a5e,2024-05-19,2024-11-15,Expired,0
7e893ed4-8cff-4c40-bb13-a972c7d35cc5,0f2da294-628a-4cee-8687-d75d72c4a580,5869e565-733a-46b1-8172-b7cc6fac6a84,2025-01-08,2026-01-03,Active,1
fd748050-f20e-428e-bb96-cdd497f0a2bd,d89c8cc8-998b-4cc0-9806-21dad8db0bc5,5da613d3-bbf3-4c74-bfaa-b326331268b7,2024-05-04,2024-08-02,Expired,0
4a2eb38e-513b-4e17-b810-ecbd9fa5c8b7,dd5e2ecf-1af9-497e-ad89-00156bd26eaa,2ca7eb84-b199-4c21-a735-aefcb851f124,2024-06-28,2024-09-26,Expired,0
4cc6978b-acf0-4034-8072-370aba61f2b1,5b75b2c0-bb7e-40ed-b448-42008cea029c,91ba584f-5736-41ac-82d4-6cfaeab616c9,2024-05-27,2024-11-23,Expired,0
07fa0533-5d34-49c0-bc8e-59749bf52b5c,cb28bd3a-044d-40c9-947f-5d32d7cf4212,5da613d3-bbf3-4c74-bfaa-b326331268b7,2025-03-07,2025-06-05,Active,5
12644bed-7ab4-4e3a-adb0-b142e16ba833,400a0af2-406f-4cf1-b9ca-45862d0dfeaa,e501866f-f8de-4942-bdb0-2fd215091648,2025-03-28,2025-04-27,Active,1
30da5054-bb18-4f52-bab4-d9d6de32cdd7,7be90b16-9c73-4519-9e72-ccb0796302d0,2baca05a-86be-481e-8622-ea3f8af6e5a7,2025-03-26,2026-03-21,Active,2
730af36c-3367-4d5b-ba9a-05ea2c9c884f,a8e97432-c42b-4821-b675-e921332685a3,3050d7f9-5630-421f-a88c-ffefd98d39dd,2024-03-13,2024-04-12,Expired,0
64201537-093b-44f4-b7de-8d9a4a9c7e19,2265f86d-8496-4a35-a89c-0861b26e54d0,0394668b-8087-428c-bf2f-1b7c967ec967,2024-07-31,2025-07-26,Active,0
5498ddd7-3493-445a-8bfa-a30c2c05b2ce,3d395c08-a4f6-49e6-96fb-da6c4ad97270,ec2857a9-6dd7-4755-b772-c9031009d8f2,2024-06-18,2025-06-13,Active,4
b6d0b3dd-561f-42fd-8e15-024357e5bcbc,bec9c786-3a95-41c0-83c8-6b80341ae669,e15287d7-f452-4426-bc1d-2ce29818dedb,2024-04-21,2025-04-16,Active,5
be7c7439-0407-4e87-b8dd-0ed35b315500,c009f8f0-9aa4-4052-979b-453b0841ed8a,22af31c2-76e4-4a9e-ad39-dfc03c4ab7fb,2024-10-21,2024-11-20,Expired,0
443509ce-2ba1-465a-a30b-97a2527e7b15,fa0e80a1-8400-46e3-b8a0-3ea484db40aa,afc8d923-618a-4dfa-a379-31a9471aaf68,2024-06-18,2025-06-13,Active,5
b3df95f8-0c73-4d1d-a261-fff3c9c08fc4,c3bb24f0-6d3d-4ef3-aef6-5bed17293264,a1fad1c6-ba01-476d-8944-b9cedd2843aa,2024-03-11,2024-06-09,Expired,0
c0b94525-aa52-4aa7-bb50-35114c25daf0,3d4536b2-106b-4780-a487-662bdd6505d9,27809ea2-f6af-4025-8604-aaa0dade0c43,2025-02-26,2025-05-27,Active,4
7f930ae0-c3a1-4d0f-b607-e3d75f699386,6438261d-09c8-4e5e-b9a6-17c99d491a75,02f2e42f-a28a-4896-aea3-e74e866eafb5,2024-10-25,2025-10-20,Active,2
c87752c5-9171-43c9-ad74-cd6065f815c9,f306d7a8-bfc5-4884-ad9d-5403637c437b,ce18ec86-214d-4ffc-9888-d0ad96597965,2024-03-06,2024-09-02,Expired,0
026934db-73d1-4e87-b8a5-d6c1416b9887,2dad3fc9-dfe0-4999-bd82-e58a73375ca9,27809ea2-f6af-4025-8604-aaa0dade0c43,2025-02-04,2025-03-06,Expired,0
fbb8b493-e088-4b8c-a4fd-b2f09420ef49,bbf367ed-2236-453f-9436-022943bc6b02,04697b66-383a-4d0f-98ad-b4cf7f1cb8fa,2024-02-17,2024-03-18,Expired,0
042b3039-4c7b-404d-8495-7c361167ee04,1bc88505-a554-4a42-ab52-0a55f03ebcd4,bccce79e-4701-4938-96cf-bd5d20cdc575,2024-05-10,2024-11-06,Expired,0
a422c8d1-e2a0-4260-bda8-7be7d8f33fda,8c82f4a5-03b0-4e00-acdf-bc4a044e9617,db93c246-be04-4bb4-b4a1-5866844325bc,2024-09-08,2024-12-07,Expired,0
5a236aa8-fec4-45d2-a938-b7b549a83b88,34f1afb7-93db-4ce7-ac07-296d112d7de5,86d92c08-fbbb-4d26-b28f-038196688d7d,2025-02-12,2025-08-11,Active,4
